Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$)
-,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),2/1/2024,0 x 0,-1,",10869286,11238766,21719551231,21814456428,22691595906,",2,0,"R$0,00 "
-,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),2/1/2024,0 x 0,-1,",10869286,11238766,17743246,",2986,0,"R$5,64 "
-,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » amp_stories (22722750983),2/1/2024,0 x 0,-1,",10869286,11238766,17743246,22722750983,",6,0,"R$0,01 "
-,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),2/1/2024,0 x 0,-1,",10869286,11238766,17743246,22834637230,",9807,2,"R$6,86 "
-,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),2/1/2024,0 x 0,-1,",10869286,11238766,17743246,21813304676,",545,0,"R$0,82 "
-,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » in-article (21814237394),2/1/2024,0 x 0,-1,",10869286,11238766,17743246,21814237394,",157,1,"R$1,07 "
-,parceiros (10869286) » ne_10 (11238766) » tv_jornal_interior (21743681688),2/1/2024,0 x 0,-1,",10869286,11238766,21743681688,",6,0,"R$0,00 "
-,parceiros_mobile (12014326) » ne_10 (21240886) » tv_jornal (21818538935),2/1/2024,0 x 0,-1,",12014326,21240886,21818538935,",34,0,"R$0,13 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766),2/1/2024,300 x 250v,5323535463,",10869286,11238766,",4,0,"R$0,10 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » home (21723566961),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21723566961,",19,0,"R$0,48 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),2/1/2024,480 x 360v,5323535463,",10869286,11238766,21723566961,21814819361,",2,0,"R$0,05 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361) » outstream (22691595912),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21723566961,21814819361,22691595912,",8,0,"R$0,20 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » in-article (21720229610),2/1/2024,480 x 360v,5323535463,",10869286,11238766,21720229610,",2,0,"R$0,05 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21737767482,",11,0,"R$0,28 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » radio_jornal (22042866649) » caruaru (22042962197) » video (22683744243),2/1/2024,640 x 480v,5323535463,",10869286,11238766,21737767482,22042866649,22042962197,22683744243,",1,0,"R$0,03 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,",340,1,"R$8,57 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » colunas (22678504715) » jamildo (22678108642),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,22678504715,22678108642,",365,0,"R$9,20 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,21725415585,22475149105,",171,1,"R$4,31 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",55,0,"R$1,39 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/1/2024,480 x 360v,5323535463,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",1,0,"R$0,03 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,21725415585,22503128490,",180,0,"R$4,54 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,21725415585,22462745544,",42,0,"R$1,06 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402),2/1/2024,480 x 360v,5323535463,",10869286,11238766,21268726,21814348402,",2,0,"R$0,05 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,21814348402,22691595903,",21,0,"R$0,53 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » jc_digital (22893451057),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21268726,22893451057,",2,0,"R$0,05 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21722702436,",14,0,"R$0,35 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),2/1/2024,300 x 250v,5323535463,",10869286,11238766,21719551231,",19,0,"R$0,48 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),2/1/2024,300 x 250v,5323535463,",10869286,11238766,17743246,",18,0,"R$0,45 "
AGCLUB7 INTERACTIVE B.V/0000-00,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),2/1/2024,300 x 250v,5323535463,",10869286,11238766,17743246,21813304676,",4,0,"R$0,10 "
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),2/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,22834992269,",3,0,"R$0,01 "
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » anchor (22835571571),2/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22475149105,22835571571,",4,0,"R$0,01 "
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",9,0,"R$0,02 "
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22503128490,",7,0,"R$0,01 "
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22462745544,",2,0,"R$0,00 "
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » anchor (22835339397),2/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21725415585,22462745544,22835339397,",1,0,"R$0,00 "
Amazon,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),2/1/2024,1 x 1,4794620520,",10869286,11238766,21268726,21814348402,22691595903,",10,0,"R$0,02 "
Amazon,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),2/1/2024,1 x 1,4794620520,",10869286,11238766,21719551231,21798635724,",1,0,"R$0,00 "
Amazon,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),2/1/2024,1 x 1,4794620520,",10869286,11238766,17743246,",2,0,"R$0,00 "
Amazon,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),2/1/2024,1 x 1,4794620520,",10869286,11238766,17743246,22834637230,",1,0,"R$0,00 "
Amazon,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),2/1/2024,1 x 1,4794620520,",10869286,11238766,17743246,21813304676,",2,0,"R$0,01 "
AppNexus,parceiros (10869286) » ne_10 (11238766),2/1/2024,1 x 1,4538560236,",10869286,11238766,",85,0,"R$0,08 "
AppNexus,parceiros (10869286) » ne_10 (11238766),2/1/2024,Nativo,4538560236,",10869286,11238766,",20,0,"R$0,02 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),2/1/2024,1 x 1,4538560236,",10869286,11238766,22834406532,",75,0,"R$0,06 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961),2/1/2024,1 x 1,4538560236,",10869286,11238766,21723566961,",81,0,"R$0,08 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),2/1/2024,1 x 1,4538560236,",10869286,11238766,21723566961,22835570053,",523,0,"R$0,80 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21723566961,21814819361,",104,0,"R$0,08 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361) » outstream (22691595912),2/1/2024,1 x 1,4538560236,",10869286,11238766,21723566961,21814819361,22691595912,",42,0,"R$0,05 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » in-article (21720229610),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21720229610,",13,0,"R$0,01 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),2/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,",44,0,"R$0,16 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),2/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,22834637125,",58,0,"R$0,16 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21737767482,21823750911,",10,0,"R$0,02 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911) » outstream (22691595915),2/1/2024,1 x 1,4538560236,",10869286,11238766,21737767482,21823750911,22691595915,",10,0,"R$0,01 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » indica (22674207097),2/1/2024,1 x 1,4538560236,",10869286,11238766,22674207097,",7,0,"R$0,00 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,",4126,0,"R$9,58 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),2/1/2024,Nativo,4538560236,",10869286,11238766,21268726,",49,0,"R$0,06 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » colunas (22678504715) » jamildo (22678108642),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,22678504715,22678108642,",5402,0,"R$13,27 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,22834992269,",10539,0,"R$16,35 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » anchor (22835571571),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22475149105,22835571571,",6690,0,"R$9,37 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",361,0,"R$0,70 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",1224,1,"R$3,33 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22667687894,",39,0,"R$0,03 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22503128490,",5516,0,"R$7,91 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/1/2024,Nativo,4538560236,",10869286,11238766,21268726,21725415585,22503128490,",25,0,"R$0,03 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",1148,0,"R$1,71 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",177,1,"R$0,60 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » story (22871538047),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22503128490,22871538047,",1,0,"R$0,00 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22462745544,",948,0,"R$1,94 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » anchor (22835339397),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21725415585,22462745544,22835339397,",573,0,"R$0,88 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » in-article (22473635649),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22462745544,22473635649,",109,0,"R$0,36 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » turismodevalor (22672701000) » in-article (22673287160),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21725415585,22672701000,22673287160,",2,0,"R$0,00 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21268726,21814348402,",462,4,"R$0,66 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402) » outstream (22691595903),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,21814348402,22691595903,",395,0,"R$0,60 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » story (22871019115),2/1/2024,1 x 1,4538560236,",10869286,11238766,21268726,22871019115,",1,0,"R$0,01 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),2/1/2024,1 x 1,4538560236,",10869286,11238766,21722702436,",120,0,"R$0,24 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436),2/1/2024,Nativo,4538560236,",10869286,11238766,21722702436,",3,0,"R$0,00 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » anchor (22835337900),2/1/2024,1 x 1,4538560236,",10869286,11238766,21722702436,22835337900,",64,0,"R$0,09 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » in-article (22521807661),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21722702436,22521807661,",4,0,"R$0,00 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » noticias (21722702436) » in-article (22521807661) » outstream (22691595927),2/1/2024,1 x 1,4538560236,",10869286,11238766,21722702436,22521807661,22691595927,",4,0,"R$0,00 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),2/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,",631,0,"R$1,02 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),2/1/2024,Nativo,4538560236,",10869286,11238766,21719551231,",38,0,"R$0,05 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » anchor (22834993604),2/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,22834993604,",330,0,"R$0,36 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),2/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,21798635724,",45,0,"R$0,16 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724) » anchor (22835868507),2/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,21798635724,22835868507,",51,0,"R$0,10 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428),2/1/2024,480 x 360v,4538560236,",10869286,11238766,21719551231,21814456428,",4,0,"R$0,02 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),2/1/2024,1 x 1,4538560236,",10869286,11238766,21719551231,21814456428,22691595906,",8,0,"R$0,01 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),2/1/2024,1 x 1,4538560236,",10869286,11238766,17743246,",172,0,"R$0,60 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),2/1/2024,1 x 1,4538560236,",10869286,11238766,17743246,22834637230,",1769,0,"R$2,11 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),2/1/2024,1 x 1,4538560236,",10869286,11238766,17743246,21813304676,",38,0,"R$0,34 "
AppNexus,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » in-article (21814237394),2/1/2024,480 x 360v,4538560236,",10869286,11238766,17743246,21814237394,",534,1,"R$0,97 "
